episode,dqn_routing_reward,dqn_bottleneck_util,spf_bottleneck_util,dqn_avg_latency,spf_avg_latency,multicast_reward,multicast_bw_saved_mbps,ddos_accuracy,ddos_false_positive
1010,-1.0684,24.56,24.56,8.00,8.00,22.6000,40.00,1.0,0.0
1011,-1.9356,26.35,26.35,14.00,14.00,22.6000,40.00,1.0,0.0
1012,-0.8938,11.25,11.25,8.50,8.50,38.5000,70.00,1.0,0.0
1013,-2.1793,48.62,48.62,5.00,5.00,22.6000,40.00,1.0,0.0
1014,-106.7240,19.72,92.16,28.20,16.70,33.9000,60.00,1.0,0.0
1015,-4.7500,16.23,16.23,14.00,14.00,22.6000,40.00,1.0,0.0
1016,-0.9025,13.50,13.50,8.00,8.00,33.9000,60.00,1.0,0.0
1017,-4.2066,54.71,54.71,20.50,20.50,33.9000,60.00,1.0,0.0
1018,-1.0136,19.24,19.24,8.50,8.50,22.6000,40.00,1.0,0.0
1019,-2.3743,22.95,50.00,16.60,59.80,45.2000,80.00,1.0,0.0
1020,-1.9579,27.20,23.86,10.00,14.00,33.9000,60.00,1.0,0.0
1021,-2.4757,51.71,53.25,10.00,14.00,45.2000,80.00,1.0,0.0
1022,-1.4245,27.32,27.32,3.00,3.00,22.6000,40.00,1.0,0.0
1023,-3.8500,50.00,50.00,50.00,50.00,45.2000,80.00,1.0,0.0
1024,-2.0933,15.22,15.22,11.90,11.90,33.9000,60.00,1.0,0.0
1025,-2.4302,48.68,53.94,10.00,14.00,33.9000,60.00,1.0,0.0
1026,-1.0037,20.25,20.25,8.00,8.00,45.2000,80.00,1.0,0.0
1027,-3.4594,28.96,50.00,24.50,75.00,22.6000,40.00,1.0,0.0
1028,-1.1482,29.88,22.64,2.00,2.00,27.2000,50.00,1.0,0.0
1029,-3.3455,42.73,42.73,3.60,3.60,33.9000,60.00,1.0,0.0
1030,-0.9584,17.23,17.23,8.00,8.00,22.6000,40.00,1.0,0.0
1031,-1.0067,20.44,20.44,8.00,8.00,38.5000,70.00,1.0,0.0
1032,-1.8583,27.22,19.76,5.00,5.00,22.6000,40.00,1.0,0.0
1033,-1.3161,41.07,54.78,2.00,2.00,33.9000,60.00,1.0,0.0
1034,-2.6062,26.75,25.77,20.10,16.00,22.6000,40.00,1.0,0.0
1035,-4.7500,22.32,25.89,14.00,14.00,22.6000,40.00,1.0,0.0
1036,-2.0462,23.08,28.39,10.00,14.00,45.2000,80.00,1.0,0.0
1037,-2.2900,53.72,53.72,6.50,6.50,22.6000,40.00,1.0,0.0
1038,-1.3675,26.17,26.17,7.50,7.50,22.6000,40.00,1.0,0.0
1039,-1.8797,23.65,23.65,14.30,14.30,45.2000,80.00,1.0,0.0
1040,-0.9479,16.53,16.53,8.00,8.00,22.6000,40.00,1.0,0.0
1041,-1.2607,37.38,37.38,8.00,8.00,22.6000,40.00,1.0,0.0
1042,-0.8329,22.19,22.19,4.00,4.00,45.2000,80.00,1.0,0.0
1043,-5.3500,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
1044,-2.2242,27.28,27.28,18.30,18.30,22.6000,40.00,1.0,0.0
1045,-2.4734,51.56,54.64,10.00,14.00,45.2000,80.00,1.0,0.0
1046,-1.9524,23.49,23.49,14.00,14.00,45.2000,80.00,1.0,0.0
1047,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
1048,-1.1266,15.55,15.55,2.00,2.00,22.6000,40.00,1.0,0.0
1049,-2.3084,46.89,46.89,14.10,14.10,33.9000,60.00,1.0,0.0
1050,-1.0367,22.45,22.45,8.00,8.00,33.9000,60.00,1.0,0.0
1051,-1.8147,14.31,14.31,14.00,14.00,38.5000,70.00,1.0,0.0
1052,-2.6508,28.38,28.38,20.50,20.50,33.9000,60.00,1.0,0.0
1053,-3.0744,41.82,41.82,2.00,2.00,22.6000,40.00,1.0,0.0
1054,-1.1477,27.18,27.18,8.80,8.80,22.6000,40.00,1.0,0.0
1055,-0.8798,11.99,11.99,8.00,8.00,38.5000,70.00,1.0,0.0
1056,-2.1447,29.65,29.08,10.00,14.00,22.6000,40.00,1.0,0.0
1057,-3.4134,47.54,47.54,7.50,7.50,22.6000,40.00,1.0,0.0
1058,-1.1082,28.65,28.65,3.00,3.00,22.6000,40.00,1.0,0.0
1059,-2.1566,20.49,20.49,5.70,5.70,22.6000,40.00,1.0,0.0
1060,-1.1316,28.77,28.77,8.00,8.00,22.6000,40.00,1.0,0.0
1061,-3.3085,53.90,49.25,10.00,8.00,22.6000,40.00,1.0,0.0
1062,-2.3731,24.87,95.17,16.00,17.00,45.2000,80.00,1.0,0.0
1063,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
1064,-1.3880,11.20,11.20,12.40,12.40,33.9000,60.00,1.0,0.0
1065,-1.2947,39.65,39.65,8.00,8.00,45.2000,80.00,1.0,0.0
1066,-2.0284,29.82,29.82,14.00,14.00,27.2000,50.00,1.0,0.0
1067,-7.4500,12.43,12.43,2.50,2.50,22.6000,40.00,1.0,0.0
1068,-0.9555,17.03,16.70,2.00,2.00,22.6000,40.00,1.0,0.0
1069,-2.3562,47.49,47.49,4.30,4.30,22.6000,40.00,1.0,0.0
1070,-1.9526,23.50,23.50,14.00,14.00,45.2000,80.00,1.0,0.0
1071,-4.7500,18.02,18.02,8.00,8.00,33.9000,60.00,1.0,0.0
1072,-3.0128,25.16,25.16,14.00,14.00,22.6000,40.00,1.0,0.0
1073,-3.8110,43.30,43.30,19.50,19.50,38.5000,70.00,1.0,0.0
1074,-1.7627,13.81,13.81,8.40,8.40,38.5000,70.00,1.0,0.0
1075,-1.9879,25.86,25.86,14.00,14.00,38.5000,70.00,1.0,0.0
1076,-2.1358,29.06,21.11,10.00,14.00,22.6000,40.00,1.0,0.0
1077,-1.3138,47.59,47.59,6.00,6.00,22.6000,40.00,1.0,0.0
1078,-71.7268,89.03,89.03,5.00,5.00,33.9000,60.00,1.0,0.0
1079,-0.6929,11.19,11.19,4.50,4.50,22.6000,40.00,1.0,0.0
1080,-2.1019,12.63,12.63,8.00,8.00,33.9000,60.00,1.0,0.0
1081,-1.2389,35.93,35.93,8.00,8.00,33.9000,60.00,1.0,0.0
1082,-1.3126,25.84,25.84,6.50,6.50,22.6000,40.00,1.0,0.0
1083,-0.7077,17.18,17.18,3.00,3.00,33.9000,60.00,1.0,0.0
1084,-1.5394,20.96,20.96,12.50,12.50,45.2000,80.00,1.0,0.0
1085,-3.2947,40.85,40.85,8.00,8.00,45.2000,80.00,1.0,0.0
1086,-1.8581,17.20,17.20,14.00,14.00,27.2000,50.00,1.0,0.0
1087,-3.8500,50.00,50.00,50.00,50.00,33.9000,60.00,1.0,0.0
1088,-0.9447,18.20,25.92,2.00,2.00,33.9000,60.00,1.0,0.0
1089,-1.8173,54.16,54.16,8.10,8.10,22.6000,40.00,1.0,0.0
1090,-201.0020,16.04,16.04,8.00,8.00,33.9000,60.00,1.0,0.0
1091,-0.8612,10.75,10.75,8.00,8.00,33.9000,60.00,1.0,0.0
1092,-0.8010,25.07,25.07,2.50,2.50,38.5000,70.00,1.0,0.0
1093,-1.4618,50.79,52.13,2.00,2.00,33.9000,60.00,1.0,0.0
1094,-1.9504,23.36,25.22,14.00,25.40,33.9000,60.00,1.0,0.0
1095,-1.9980,26.53,28.01,14.00,14.00,22.6000,40.00,1.0,0.0
1096,-2.1307,28.71,23.73,10.00,14.00,45.2000,80.00,1.0,0.0
1097,-1.2570,37.14,37.38,2.00,2.00,33.9000,60.00,1.0,0.0
1098,-2.0235,29.90,29.90,13.50,13.50,22.6000,40.00,1.0,0.0
1099,-1.9922,29.15,50.00,18.70,57.30,45.2000,80.00,1.0,0.0
1100,-2.1333,28.89,27.05,10.00,14.00,45.2000,80.00,1.0,0.0
1101,-3.8736,51.31,51.57,10.00,14.00,22.6000,40.00,1.0,0.0
1102,-1.0355,19.04,19.04,3.00,3.00,22.6000,40.00,1.0,0.0
1103,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
1104,-1.5726,27.84,27.84,11.10,11.10,22.6000,40.00,1.0,0.0
1105,-1.4886,52.57,52.57,8.00,8.00,45.2000,80.00,1.0,0.0
1106,-1.9570,29.10,29.10,14.00,14.00,22.6000,40.00,1.0,0.0
1107,-6.9500,29.05,29.05,6.50,6.50,27.2000,50.00,1.0,0.0
1108,-3.3164,28.24,28.24,16.50,16.50,45.2000,80.00,1.0,0.0
1109,-3.2712,48.40,48.40,17.80,17.80,22.6000,40.00,1.0,0.0
1110,-2.0330,28.87,28.87,14.00,14.00,45.2000,80.00,1.0,0.0
1111,-1.8368,15.79,15.79,14.00,14.00,22.6000,40.00,1.0,0.0
1112,-1.4584,25.56,25.56,9.50,9.50,33.9000,60.00,1.0,0.0
1113,-2.2492,48.72,47.99,5.00,5.00,27.2000,50.00,1.0,0.0
1114,-1.0865,12.44,17.15,6.00,6.20,38.5000,70.00,1.0,0.0
1115,-6.1500,28.27,28.27,14.00,14.00,38.5000,70.00,1.0,0.0
1116,-2.1015,26.76,26.76,10.00,14.00,45.2000,80.00,1.0,0.0
1117,-2.0238,48.25,48.25,14.00,14.00,22.6000,40.00,1.0,0.0
1118,-186.6432,96.00,96.00,2.00,2.00,45.2000,80.00,1.0,0.0
1119,-1.0288,29.92,29.92,5.60,5.60,33.9000,60.00,1.0,0.0
1120,-2.0892,21.54,21.54,8.00,8.00,45.2000,80.00,1.0,0.0
1121,-1.3158,41.05,41.05,8.00,8.00,45.2000,80.00,1.0,0.0
1122,-0.7127,20.85,20.85,2.00,2.00,22.6000,40.00,1.0,0.0
1123,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
1124,-2.0885,19.23,19.23,18.00,18.00,33.9000,60.00,1.0,0.0
1125,-2.4070,47.13,52.78,10.00,14.00,45.2000,80.00,1.0,0.0
1126,-1.9440,22.93,22.93,14.00,14.00,33.9000,60.00,1.0,0.0
1127,-7.9250,20.67,20.67,8.50,8.50,33.9000,60.00,1.0,0.0
1128,-0.8655,19.37,19.37,5.50,5.50,22.6000,40.00,1.0,0.0
1129,-3.4977,54.85,52.55,29.50,28.40,38.5000,70.00,1.0,0.0
1130,-1.9074,20.49,20.49,14.00,14.00,33.9000,60.00,1.0,0.0
1131,-2.0461,29.74,29.74,14.00,14.00,22.6000,40.00,1.0,0.0
1132,-2.4182,18.61,18.61,13.50,13.50,38.5000,70.00,1.0,0.0
1133,-1.3348,38.99,38.99,3.00,3.00,22.6000,40.00,1.0,0.0
1134,-2.6851,12.69,12.69,4.40,4.40,27.2000,50.00,1.0,0.0
1135,-1.7842,12.28,19.01,14.00,14.00,38.5000,70.00,1.0,0.0
1136,-0.9207,14.71,14.71,8.00,8.00,22.6000,40.00,1.0,0.0
1137,-1.5138,39.89,39.89,2.00,2.00,22.6000,40.00,1.0,0.0
1138,-3.4730,29.87,97.04,24.50,14.00,22.6000,40.00,1.0,0.0
1139,-1.6970,23.02,17.13,6.60,16.80,33.9000,60.00,1.0,0.0
1140,-0.8992,13.28,13.28,8.00,8.00,45.2000,80.00,1.0,0.0
1141,-2.4816,47.23,49.35,14.00,14.00,45.2000,80.00,1.0,0.0
1142,-2.1501,23.34,96.96,12.00,13.50,45.2000,80.00,1.0,0.0
1143,-2.5599,27.87,27.87,5.00,5.00,22.6000,40.00,1.0,0.0
1144,-2.3504,24.69,24.69,21.60,21.60,45.2000,80.00,1.0,0.0
1145,-1.3657,44.38,44.38,8.00,8.00,22.6000,40.00,1.0,0.0
1146,-86.9279,17.17,17.17,8.00,8.00,45.2000,80.00,1.0,0.0
1147,-3.1414,27.76,27.76,24.50,24.50,33.9000,60.00,1.0,0.0
1148,-2.6139,25.93,25.93,20.50,20.50,33.9000,60.00,1.0,0.0
1149,-2.4798,45.32,43.22,18.00,25.00,33.9000,60.00,1.0,0.0
1150,-1.0417,22.78,22.78,8.00,8.00,22.6000,40.00,1.0,0.0
1151,-2.8935,10.56,10.56,8.00,8.00,33.9000,60.00,1.0,0.0
1152,-3.0042,20.17,20.17,10.00,10.00,22.6000,40.00,1.0,0.0
1153,-1.1887,49.24,49.24,3.00,3.00,27.2000,50.00,1.0,0.0
1154,-2.7116,25.78,94.56,22.50,26.10,22.6000,40.00,1.0,0.0
1155,-2.0448,27.89,27.89,14.00,14.00,33.9000,60.00,1.0,0.0
1156,-2.1479,13.08,13.08,8.00,8.00,45.2000,80.00,1.0,0.0
1157,-4.1135,54.80,53.30,26.00,23.00,22.6000,40.00,1.0,0.0
1158,-140.9125,25.67,25.67,9.50,9.50,45.2000,80.00,1.0,0.0
1159,-2.2324,17.49,50.00,21.40,57.00,22.6000,40.00,1.0,0.0
1160,-0.8825,12.17,12.17,8.00,8.00,33.9000,60.00,1.0,0.0
1161,-1.3058,40.39,40.39,8.00,8.00,22.6000,40.00,1.0,0.0
1162,-117.2144,96.24,96.24,5.00,5.00,45.2000,80.00,1.0,0.0
1163,-1.4327,25.51,25.51,9.00,9.00,33.9000,60.00,1.0,0.0
1164,-1.7969,19.13,22.61,12.20,16.10,45.2000,80.00,1.0,0.0
1165,-1.5000,53.33,53.33,8.00,8.00,45.2000,80.00,1.0,0.0
1166,-1.8749,18.32,18.32,14.00,14.00,22.6000,40.00,1.0,0.0
1167,-0.7677,11.18,11.18,6.00,6.00,33.9000,60.00,1.0,0.0
1168,-1.8429,26.20,26.20,5.00,5.00,45.2000,80.00,1.0,0.0
1169,-2.7359,53.40,53.40,20.70,20.70,22.6000,40.00,1.0,0.0
1170,-2.8775,13.65,13.65,8.00,8.00,22.6000,40.00,1.0,0.0
1171,-2.9227,15.31,15.31,8.00,8.00,27.2000,50.00,1.0,0.0
1172,-2.1870,20.80,20.80,13.50,13.50,27.2000,50.00,1.0,0.0
1173,-2.8470,49.20,53.13,15.50,17.00,38.5000,70.00,1.0,0.0
1174,-2.7675,19.17,91.05,25.60,26.10,38.5000,70.00,1.0,0.0
1175,-1.0342,22.28,22.28,8.00,8.00,38.5000,70.00,1.0,0.0
1176,-0.9369,15.79,15.79,8.00,8.00,33.9000,60.00,1.0,0.0
1177,-1.4921,49.81,46.63,2.00,2.00,22.6000,40.00,1.0,0.0
1178,-98.8489,91.50,91.50,5.00,5.00,33.9000,60.00,1.0,0.0
1179,-1.8659,19.73,19.73,13.40,13.40,45.2000,80.00,1.0,0.0
1180,-0.9512,16.75,16.75,8.00,8.00,45.2000,80.00,1.0,0.0
1181,-1.4419,49.46,49.46,8.00,8.00,45.2000,80.00,1.0,0.0
1182,-155.5528,22.17,22.17,6.50,6.50,33.9000,60.00,1.0,0.0
1183,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
1184,-1.6892,29.28,29.28,13.00,13.00,33.9000,60.00,1.0,0.0
1185,-2.4220,48.13,47.08,14.00,14.00,22.6000,40.00,1.0,0.0
1186,-1.0582,23.88,23.88,8.00,8.00,38.5000,70.00,1.0,0.0
1187,-0.8827,27.18,27.18,3.50,3.50,22.6000,40.00,1.0,0.0
1188,-0.7201,14.67,14.67,4.00,4.00,45.2000,80.00,1.0,0.0
1189,-2.1671,42.48,42.48,18.60,18.60,33.9000,60.00,1.0,0.0
1190,-2.0403,29.35,29.35,14.00,14.00,22.6000,40.00,1.0,0.0
1191,-4.7500,29.29,29.29,8.00,8.00,45.2000,80.00,1.0,0.0
1192,-0.9672,17.81,22.69,2.00,2.00,22.6000,40.00,1.0,0.0
1193,-3.0042,51.95,51.95,15.00,15.00,33.9000,60.00,1.0,0.0
1194,-2.3294,28.36,28.36,12.90,12.90,45.2000,80.00,1.0,0.0
1195,-0.9029,13.53,13.53,8.00,8.00,27.2000,50.00,1.0,0.0
1196,-1.0810,25.40,25.40,8.00,8.00,45.2000,80.00,1.0,0.0
1197,-3.0078,52.19,52.19,20.50,20.50,33.9000,60.00,1.0,0.0
1198,-236.3447,26.08,26.08,6.50,6.50,22.6000,40.00,1.0,0.0
1199,-1.5830,23.20,23.20,12.70,12.70,22.6000,40.00,1.0,0.0
1200,-0.8924,12.83,12.83,8.00,8.00,45.2000,80.00,1.0,0.0
1201,-1.4379,49.19,49.19,8.00,8.00,33.9000,60.00,1.0,0.0
1202,-259.7204,93.30,93.30,2.00,2.00,22.6000,40.00,1.0,0.0
1203,-3.8500,50.00,50.00,50.00,50.00,22.6000,40.00,1.0,0.0
1204,-1.4789,29.92,29.92,8.60,8.60,22.6000,40.00,1.0,0.0
1205,-1.4615,50.77,50.77,8.00,8.00,22.6000,40.00,1.0,0.0
1206,-1.1445,29.64,29.64,8.00,8.00,45.2000,80.00,1.0,0.0
1207,-1.7339,28.93,28.93,14.00,14.00,33.9000,60.00,1.0,0.0
1208,-0.7708,24.72,24.72,2.00,2.00,33.9000,60.00,1.0,0.0
1209,-2.1436,44.90,46.32,11.40,9.20,45.2000,80.00,1.0,0.0
1210,-65.2008,24.14,24.14,14.00,14.00,45.2000,80.00,1.0,0.0
1211,-4.7500,25.87,26.26,14.00,14.00,33.9000,60.00,1.0,0.0
1212,-1.1418,26.12,26.12,3.00,3.00,33.9000,60.00,1.0,0.0
1213,-1.3987,46.58,49.38,2.00,2.00,22.6000,40.00,1.0,0.0
1214,-2.9864,28.76,93.79,27.10,8.50,33.9000,60.00,1.0,0.0
1215,-4.7500,27.73,22.81,14.00,14.00,27.2000,50.00,1.0,0.0
1216,-0.9445,16.30,16.30,8.00,8.00,45.2000,80.00,1.0,0.0
1217,-1.8131,49.21,49.21,9.50,9.50,45.2000,80.00,1.0,0.0
1218,-111.6924,92.53,92.53,5.00,5.00,22.6000,40.00,1.0,0.0
1219,-2.2858,25.06,28.40,20.20,15.30,33.9000,60.00,1.0,0.0
1220,-0.9917,19.45,19.45,8.00,8.00,45.2000,80.00,1.0,0.0
1221,-1.3487,43.24,43.24,8.00,8.00,22.6000,40.00,1.0,0.0
1222,-114.6856,92.75,92.75,5.00,5.00,45.2000,80.00,1.0,0.0
1223,-3.8500,50.00,50.00,100.00,50.00,45.2000,80.00,1.0,0.0
1224,-2.4691,29.16,29.16,20.30,20.30,22.6000,40.00,1.0,0.0
1225,-1.2731,38.21,38.21,8.00,8.00,45.2000,80.00,1.0,0.0
1226,-1.0365,22.44,22.44,8.00,8.00,45.2000,80.00,1.0,0.0
1227,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
1228,-3.6562,28.08,28.08,18.00,18.00,33.9000,60.00,1.0,0.0
1229,-2.3702,50.68,50.68,14.20,14.20,45.2000,80.00,1.0,0.0
1230,-2.0242,28.28,28.28,14.00,14.00,45.2000,80.00,1.0,0.0
1231,-1.9150,21.00,21.00,14.00,14.00,38.5000,70.00,1.0,0.0
1232,-1.0212,21.42,28.61,2.00,2.00,22.6000,40.00,1.0,0.0
1233,-1.3073,40.49,51.41,2.00,2.00,27.2000,50.00,1.0,0.0
1234,-1.4343,22.95,29.24,9.80,7.60,27.2000,50.00,1.0,0.0
1235,-1.9237,21.58,21.58,14.00,14.00,38.5000,70.00,1.0,0.0
1236,-0.9177,14.51,14.51,8.00,8.00,22.6000,40.00,1.0,0.0
1237,-2.2087,50.58,53.94,5.00,5.00,45.2000,80.00,1.0,0.0
1238,-89.6610,95.38,95.38,2.00,2.00,22.6000,40.00,1.0,0.0
1239,-2.9139,23.22,23.22,11.30,11.30,45.2000,80.00,1.0,0.0
1240,-3.5096,17.49,16.56,10.00,14.00,45.2000,80.00,1.0,0.0
1241,-1.3754,45.02,45.02,8.00,8.00,22.6000,40.00,1.0,0.0
1242,-195.4358,93.93,93.93,2.00,2.00,22.6000,40.00,1.0,0.0
1243,-3.8500,50.00,50.00,100.00,50.00,22.6000,40.00,1.0,0.0
1244,-2.1906,26.14,27.37,16.10,17.60,22.6000,40.00,1.0,0.0
1245,-1.4743,51.62,51.62,8.00,8.00,22.6000,40.00,1.0,0.0
1246,-2.0478,29.85,29.85,14.00,14.00,22.6000,40.00,1.0,0.0
1247,-1.0841,11.03,22.27,3.00,3.00,45.2000,80.00,1.0,0.0
1248,-2.3765,25.10,28.66,16.00,16.50,22.6000,40.00,1.0,0.0
1249,-2.5821,53.47,45.63,17.60,17.30,38.5000,70.00,1.0,0.0
1250,-67.2308,23.42,23.42,8.00,8.00,33.9000,60.00,1.0,0.0
1251,-2.0384,29.23,29.98,14.00,14.00,22.6000,40.00,1.0,0.0
1252,-0.9788,25.25,25.25,6.00,6.00,38.5000,70.00,1.0,0.0
1253,-1.4384,49.23,46.70,2.00,2.00,22.6000,40.00,1.0,0.0
1254,-2.2148,21.01,28.53,7.70,19.60,27.2000,50.00,1.0,0.0
1255,-6.1500,20.24,24.54,14.00,14.00,22.6000,40.00,1.0,0.0
1256,-2.0341,28.26,28.94,14.00,14.00,45.2000,80.00,1.0,0.0
1257,-2.5404,49.36,49.36,18.00,18.00,45.2000,80.00,1.0,0.0
1258,-132.3803,93.83,93.83,5.00,5.00,45.2000,80.00,1.0,0.0
1259,-1.5590,22.60,22.60,12.40,12.40,33.9000,60.00,1.0,0.0
1260,-2.1053,27.02,27.02,10.00,14.00,45.2000,80.00,1.0,0.0
1261,-2.3368,54.74,54.74,8.00,8.00,22.6000,40.00,1.0,0.0
1262,-145.2126,94.47,94.47,5.00,5.00,33.9000,60.00,1.0,0.0
1263,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
1264,-2.0905,21.70,21.70,17.30,17.30,33.9000,60.00,1.0,0.0
1265,-1.4370,49.13,49.13,8.00,8.00,22.6000,40.00,1.0,0.0
1266,-1.9399,22.66,22.66,14.00,14.00,22.6000,40.00,1.0,0.0
1267,-4.6000,50.00,50.00,53.00,53.00,33.9000,60.00,1.0,0.0
1268,-1.9493,29.96,29.96,12.00,12.00,33.9000,60.00,1.0,0.0
1269,-1.8865,51.10,51.10,10.40,10.40,27.2000,50.00,1.0,0.0
1270,-0.9289,15.26,15.26,8.00,8.00,38.5000,70.00,1.0,0.0
1271,-0.9625,17.50,17.50,8.00,8.00,22.6000,40.00,1.0,0.0
1272,-1.9611,25.74,25.74,13.50,13.50,38.5000,70.00,1.0,0.0
1273,-1.3215,41.44,41.44,2.00,2.00,38.5000,70.00,1.0,0.0
1274,-1.6743,22.29,22.29,14.80,14.80,27.2000,50.00,1.0,0.0
1275,-1.0997,26.65,26.65,8.00,8.00,27.2000,50.00,1.0,0.0
1276,-2.0324,16.72,24.41,10.00,14.00,22.6000,40.00,1.0,0.0
1277,-2.2695,54.63,54.63,5.00,5.00,22.6000,40.00,1.0,0.0
1278,-3.4208,26.38,94.85,24.50,13.50,22.6000,40.00,1.0,0.0
1279,-1.0959,29.39,29.39,7.10,7.10,45.2000,80.00,1.0,0.0
1280,-3.3957,27.02,19.71,10.00,14.00,45.2000,80.00,1.0,0.0
1281,-1.2345,35.63,35.63,8.00,8.00,45.2000,80.00,1.0,0.0
1282,-233.7249,16.40,16.40,9.50,9.50,22.6000,40.00,1.0,0.0
1283,-4.6000,50.00,50.00,53.00,53.00,22.6000,40.00,1.0,0.0
1284,-2.5873,26.15,29.30,25.90,22.40,22.6000,40.00,1.0,0.0
1285,-1.4101,47.34,47.34,8.00,8.00,45.2000,80.00,1.0,0.0
1286,-1.0582,23.88,23.88,8.00,8.00,38.5000,70.00,1.0,0.0
1287,-4.6000,50.00,50.00,53.00,53.00,45.2000,80.00,1.0,0.0
1288,-0.9611,14.07,29.96,3.00,3.00,33.9000,60.00,1.0,0.0
1289,-1.4916,37.44,45.25,6.60,2.70,45.2000,80.00,1.0,0.0
1290,-1.8835,18.90,18.90,14.00,14.00,33.9000,60.00,1.0,0.0
1291,-4.7500,29.24,23.32,14.00,14.00,22.6000,40.00,1.0,0.0
1292,-1.9552,25.34,25.34,13.50,13.50,33.9000,60.00,1.0,0.0
1293,-3.0476,54.84,54.84,20.50,20.50,22.6000,40.00,1.0,0.0
1294,-1.5626,25.84,25.84,11.50,11.50,22.6000,40.00,1.0,0.0
1295,-0.9109,14.06,14.06,8.00,8.00,22.6000,40.00,1.0,0.0
1296,-2.9235,16.52,16.52,8.00,8.00,45.2000,80.00,1.0,0.0
1297,-1.0627,42.51,42.51,2.50,2.50,22.6000,40.00,1.0,0.0
1298,-134.2693,28.19,28.19,2.50,2.50,45.2000,80.00,1.0,0.0
1299,-1.3937,10.31,10.31,4.30,4.30,22.6000,40.00,1.0,0.0
1300,-2.0108,23.68,27.38,10.00,14.00,22.6000,40.00,1.0,0.0
1301,-1.3013,40.08,40.08,8.00,8.00,22.6000,40.00,1.0,0.0
1302,-3.3235,29.90,97.76,21.00,17.00,45.2000,80.00,1.0,0.0
1303,-1.9287,23.58,23.58,13.50,13.50,33.9000,60.00,1.0,0.0
1304,-1.3028,19.85,19.85,8.10,8.10,45.2000,80.00,1.0,0.0
1305,-2.4847,35.76,35.76,8.00,8.00,33.9000,60.00,1.0,0.0
1306,-1.9257,21.71,21.71,14.00,14.00,22.6000,40.00,1.0,0.0
1307,-6.8000,29.75,50.00,18.00,81.50,22.6000,40.00,1.0,0.0
1308,-1.8682,27.88,27.88,5.00,5.00,45.2000,80.00,1.0,0.0
1309,-2.8474,49.41,49.41,11.80,11.80,22.6000,40.00,1.0,0.0
1310,-1.1476,29.84,29.84,8.00,8.00,45.2000,80.00,1.0,0.0
1311,-0.9971,19.81,19.81,8.00,8.00,27.2000,50.00,1.0,0.0
1312,-0.7877,24.18,24.18,2.50,2.50,27.2000,50.00,1.0,0.0
1313,-1.6779,49.58,49.58,5.00,5.00,22.6000,40.00,1.0,0.0
1314,-1.1213,26.08,26.08,8.60,8.60,38.5000,70.00,1.0,0.0
1315,-1.7965,13.10,13.10,14.00,14.00,22.6000,40.00,1.0,0.0
1316,-2.1338,28.92,20.85,10.00,14.00,22.6000,40.00,1.0,0.0
1317,-2.2065,50.43,44.25,5.00,5.00,22.6000,40.00,1.0,0.0
1318,-181.5454,95.83,95.83,5.00,5.00,22.6000,40.00,1.0,0.0
1319,-3.2141,22.07,50.00,7.80,50.00,22.6000,40.00,1.0,0.0
1320,-1.0831,25.54,25.54,8.00,8.00,22.6000,40.00,1.0,0.0
1321,-1.4371,49.14,49.14,8.00,8.00,33.9000,60.00,1.0,0.0
1322,-3.5935,29.56,96.09,27.00,22.00,33.9000,60.00,1.0,0.0
1323,-1.1711,29.74,29.74,8.50,8.50,33.9000,60.00,1.0,0.0
1324,-1.7433,20.48,20.48,9.90,9.90,33.9000,60.00,1.0,0.0
1325,-1.2884,39.23,39.23,8.00,8.00,45.2000,80.00,1.0,0.0
1326,-1.0065,20.43,20.43,8.00,8.00,33.9000,60.00,1.0,0.0
1327,-7.1250,28.43,50.00,23.00,83.00,45.2000,80.00,1.0,0.0
1328,-3.1722,29.45,24.81,20.50,20.50,33.9000,60.00,1.0,0.0
1329,-2.4217,54.78,54.78,14.00,14.00,45.2000,80.00,1.0,0.0
1330,-1.9331,28.07,28.07,14.00,14.00,45.2000,80.00,1.0,0.0
1331,-2.0125,27.50,21.86,14.00,14.00,22.6000,40.00,1.0,0.0
1332,-1.1277,28.51,24.09,2.00,2.00,22.6000,40.00,1.0,0.0
1333,-2.2046,50.31,50.59,5.00,5.00,27.2000,50.00,1.0,0.0
1334,-3.4129,17.86,89.90,32.90,20.70,27.2000,50.00,1.0,0.0
1335,-1.0041,20.27,20.27,8.00,8.00,22.6000,40.00,1.0,0.0
1336,-0.9985,19.90,19.90,8.00,8.00,22.6000,40.00,1.0,0.0
1337,-2.2188,51.26,49.94,5.00,5.00,22.6000,40.00,1.0,0.0
1338,-162.4228,95.21,95.21,2.00,2.00,33.9000,60.00,1.0,0.0
1339,-1.7710,17.40,24.54,12.20,15.40,22.6000,40.00,1.0,0.0
1340,-2.0947,26.31,24.86,10.00,14.00,45.2000,80.00,1.0,0.0
