episode,reward,loss,dqn_bottleneck,spf_bottleneck,latency_ms,jitter_ms,loss_pct,epsilon
373,-1.249,62.7317,34.1,21.68,19.74,2.618,0.017,0.851
374,3.3909,113.0873,34.06,34.06,11.98,1.298,0.017,0.85
375,0.6192,112.4355,41.82,25.17,4.89,1.362,0.021,0.85
376,-2144.8644,380.5473,100.0,100.0,3075.75,6922.548,30.05,0.85
377,8.5924,236.6402,41.42,97.0,9.09,2.598,0.021,0.849
378,-10.9266,126.7999,41.41,28.0,73.56,12.486,0.021,0.849
379,2.6738,467.4305,44.72,44.72,21.7,4.582,0.022,0.848
380,-458.654,74.0574,100.0,100.0,524.88,1181.68,30.05,0.848
381,4.021,724.8979,53.63,83.42,27.67,9.123,0.027,0.848
382,-427.9419,101.0874,100.0,90.48,532.48,1199.473,30.05,0.847
383,-984.4535,90.6295,100.0,28.86,3571.67,8038.701,30.05,0.847
384,-2495.9495,118.1456,100.0,100.0,3542.94,7972.665,30.05,0.846
385,3.6759,50.5039,44.04,44.04,4.57,1.413,0.022,0.846
386,-10.377,665.8558,71.5,87.53,107.71,88.691,0.091,0.846
387,7.1696,122.3447,48.87,96.99,12.76,4.083,0.024,0.845
388,2.2199,90.0381,46.31,46.31,28.89,6.244,0.023,0.845
389,7.2851,114.8285,38.98,86.66,34.87,5.657,0.019,0.844
390,7.5016,24.1124,44.65,90.84,4.81,1.479,0.022,0.844
391,-21.1639,221.2573,71.2,71.2,70.93,56.528,0.075,0.844
392,-990.305,439.0729,100.0,100.0,1312.2,2953.85,30.05,0.843
393,7.7579,57.2469,40.71,96.23,46.5,8.3,0.02,0.843
394,3.3269,235.8304,40.96,40.96,12.09,1.896,0.02,0.842
395,8.8547,111.2313,40.47,96.18,4.12,1.21,0.02,0.842
396,2.7393,73.7744,56.66,79.96,30.79,11.66,0.028,0.842
397,3.2329,58.5937,43.11,43.11,11.46,3.085,0.022,0.841
398,-2313.1927,31.575,100.0,100.0,3271.88,7363.476,30.05,0.841
399,-1.747,70.4976,40.04,28.28,26.47,4.235,0.02,0.84
400,-422.604,48.6435,100.0,94.53,524.88,1181.68,30.05,0.84
401,-4.5434,232.3233,54.1,10.79,30.54,10.162,0.027,0.84
402,8.2243,73.4484,44.77,97.52,7.24,1.882,0.022,0.839
403,8.4294,104.8867,37.23,96.59,54.27,7.844,0.019,0.839
404,-469.1815,132.0664,100.0,23.63,1705.86,3838.885,30.05,0.838
405,3.7047,48.4693,40.62,40.62,4.29,1.237,0.02,0.838
406,-164.205,99.4585,90.14,54.8,589.2,1327.45,12.534,0.838
407,7.6998,148.1297,45.12,95.15,10.22,3.106,0.023,0.837
408,-1171.151,68.1739,100.0,100.0,1633.06,3676.837,30.05,0.837
409,3.1127,212.1126,40.73,40.73,15.54,2.657,0.02,0.836
410,8.7487,58.1291,39.43,93.86,4.12,1.176,0.02,0.836
411,-242.624,43.7635,86.14,84.52,326.98,737.459,7.725,0.836
412,7.5137,70.8057,45.41,94.36,11.8,3.406,0.023,0.835
413,-7.975,27.6501,47.28,27.59,54.0,12.751,0.024,0.835
414,7.6227,66.7517,40.22,91.47,34.26,5.921,0.02,0.834
415,8.5768,62.4941,32.88,83.38,3.57,0.959,0.016,0.834
416,-14.483,393.801,63.11,60.04,73.45,37.444,0.032,0.834
417,-462.5865,446.7148,100.0,100.0,530.39,1194.788,30.05,0.833
418,8.0858,24.4342,38.54,97.55,61.55,9.496,0.019,0.833
419,-5.2907,122.5781,47.4,19.14,45.52,10.148,0.024,0.832
420,-458.654,47.1681,100.0,100.0,524.88,1181.68,30.05,0.832
421,-628.3622,433.7735,100.0,100.0,829.24,1867.541,30.05,0.832
422,0.2724,122.9709,41.83,28.91,9.25,2.652,0.021,0.831
423,-3.3294,170.6092,39.09,39.09,51.47,7.56,0.02,0.831
424,-1232.3095,43.5753,100.0,93.79,1723.98,3880.698,30.05,0.83
425,0.707,44.5647,36.4,17.68,3.76,1.052,0.018,0.83
426,-6.8906,51.2141,65.49,29.34,44.85,26.48,0.033,0.83
427,-428.5013,53.2205,100.0,87.56,533.31,1201.338,30.05,0.829
428,-1162.4586,106.0548,100.0,28.53,4222.98,9503.097,30.05,0.829
429,-2260.9123,115.9779,100.0,94.85,3247.83,7309.374,30.05,0.828
430,9.3635,66.5214,38.49,97.69,4.11,1.146,0.019,0.828
431,-2.2254,443.0368,54.72,42.79,26.15,9.18,0.027,0.828
432,-426.2428,42.6698,100.0,97.98,529.96,1193.809,30.05,0.827
433,-1007.8009,45.0039,100.0,29.76,3645.53,8205.244,30.05,0.827
434,8.4019,483.6028,33.73,84.75,16.3,2.309,0.017,0.826
435,3.6421,72.6977,45.98,45.98,5.0,1.58,0.023,0.826
436,-1521.431,59.1747,100.0,100.0,2099.52,4724.27,30.05,0.826
437,6.5825,110.5169,43.76,85.52,14.4,4.307,0.022,0.825
438,10.1524,105.0992,30.17,97.39,41.92,4.559,0.015,0.825
439,9.1374,42.6072,35.12,94.72,29.16,3.894,0.018,0.824
440,0.7311,196.4588,32.15,29.2,3.5,0.94,0.016,0.824
441,-3.2647,25.0507,60.13,50.98,34.41,15.444,0.03,0.824
442,-930.6808,124.382,100.0,100.0,1223.87,2755.103,30.05,0.823
443,1.4169,120.506,41.32,41.32,45.36,7.688,0.021,0.823
444,8.3029,28.51,38.32,93.72,35.77,5.231,0.019,0.822
445,10.0972,125.0327,28.79,90.47,3.44,0.88,0.014,0.822
446,2.6774,54.3034,52.69,52.69,18.86,5.68,0.026,0.822
447,-2.1831,30.0632,43.58,29.4,14.94,4.363,0.022,0.821
448,-12.622,41.2535,40.6,25.4,84.93,13.756,0.02,0.821
449,-0.9425,54.9728,40.07,10.27,14.06,2.395,0.02,0.82
450,-422.604,52.4995,100.0,97.71,524.88,1181.68,30.05,0.82
451,-296.1961,91.4337,100.0,56.6,1076.57,2423.677,30.05,0.82
452,6.572,10.07,46.99,91.19,17.83,5.442,0.023,0.819
453,3.765,186.9788,29.07,29.07,4.41,0.586,0.015,0.819
454,3.1064,80.0914,40.16,40.16,15.8,2.616,0.02,0.818
455,0.6074,49.2148,45.96,26.75,4.77,1.54,0.023,0.818
456,-1485.381,40.7685,100.0,100.0,2099.52,4724.27,30.05,0.818
457,3.3707,429.993,39.5,39.5,9.48,2.5,0.02,0.817
458,-6.5976,47.8275,34.76,17.14,40.33,5.811,0.017,0.817
459,-2502.0933,117.7245,100.0,100.0,3551.89,7993.144,30.05,0.816
460,-458.654,24.6088,100.0,100.0,524.88,1181.68,30.05,0.816
461,-11.8213,6.7693,66.74,45.92,87.47,54.476,0.033,0.816
462,-426.9761,38.5666,100.0,96.37,531.05,1196.254,30.05,0.815
463,11.2026,50.404,26.0,97.1,18.19,1.798,0.013,0.815
464,7.2361,35.3231,37.0,82.5,31.01,4.781,0.018,0.814
465,0.718,113.1099,32.89,25.04,3.7,0.969,0.016,0.814
466,-1485.381,38.0247,100.0,100.0,2099.52,4724.27,30.05,0.814
467,7.5215,26.8028,44.26,94.08,14.24,4.352,0.022,0.813
468,-886.3539,95.4235,100.0,29.52,3215.2,7235.941,30.05,0.813
469,7.2972,686.2056,43.3,94.8,40.7,7.457,0.022,0.812
470,3.7434,39.1389,34.82,34.82,3.86,1.023,0.017,0.812
471,1.9632,44.9147,53.54,53.54,29.54,8.55,0.027,0.812
472,0.1822,54.6388,42.97,25.67,10.5,2.93,0.021,0.811
473,-11.6347,33.4091,37.67,22.2,71.7,10.497,0.019,0.811
474,9.702,67.3703,33.33,95.14,17.7,2.377,0.017,0.81
475,-458.654,414.043,100.0,100.0,524.88,1181.68,30.05,0.81
476,-298.9373,352.7534,100.0,28.7,1079.26,2429.742,30.05,0.81
477,7.5844,25.762,45.78,95.24,10.54,3.235,0.023,0.809
478,-1245.6679,97.9683,100.0,100.0,1690.83,3805.06,30.05,0.809
479,-1229.082,27.0634,100.0,24.03,4461.48,10040.08,30.05,0.808
480,10.0043,448.8245,28.89,89.84,3.35,0.877,0.014,0.808
481,-67.3406,474.6326,76.21,66.68,182.27,202.385,0.989,0.808
482,-990.305,86.5122,100.0,100.0,1312.2,2953.85,30.05,0.807
483,3.4412,86.5705,41.52,41.52,9.83,1.655,0.021,0.807
484,-1.7172,45.8095,40.58,30.69,25.81,4.268,0.02,0.806
485,-458.654,14.2056,100.0,100.0,524.88,1181.68,30.05,0.806
486,-1521.431,64.6511,100.0,100.0,2099.52,4724.27,30.05,0.806
487,-462.9432,31.8799,100.0,100.0,530.92,1195.977,30.05,0.805
488,-640.6471,45.4665,100.0,20.31,2314.19,5209.376,30.05,0.805
489,-2.2905,19.8274,38.49,25.33,35.35,5.231,0.019,0.804
490,8.6961,28.0427,36.81,89.82,4.21,1.106,0.018,0.804
491,4.6308,358.166,54.86,91.28,28.77,10.03,0.027,0.804
492,7.8759,39.6144,40.9,90.35,9.51,2.611,0.02,0.803
493,-224.9969,141.1501,87.2,94.33,296.92,670.526,8.878,0.803
494,7.9078,52.7055,40.57,95.0,37.88,6.471,0.02,0.802
495,-415.8323,30.9124,98.47,87.72,524.88,1181.68,26.786,0.802
496,-260.0163,360.6255,91.93,21.68,941.37,2119.479,15.106,0.802
497,0.3483,40.9797,33.84,29.12,8.86,2.09,0.017,0.801
498,3.2909,49.1411,40.06,40.06,12.95,1.91,0.02,0.801
499,7.9626,44.6108,41.76,95.95,31.08,5.588,0.021,0.8
500,-127.6794,69.4892,89.51,89.51,120.23,271.227,11.698,0.8
501,4.4945,18.1605,51.65,83.38,26.84,8.061,0.026,0.8
502,3.2615,50.3979,41.7,41.7,11.2,2.904,0.021,0.799
503,-776.5785,44.0342,100.0,26.35,2826.92,6362.324,30.05,0.799
504,8.194,498.779,38.18,94.34,42.38,6.596,0.019,0.798
505,6.772,94.3884,43.82,83.52,4.4,1.377,0.022,0.798
506,-2043.4571,30.8336,100.0,100.0,2925.52,6584.524,30.05,0.798
507,3.6861,53.0758,31.25,31.25,5.26,1.036,0.016,0.797
508,6.8235,65.5855,40.52,91.72,67.1,11.134,0.02,0.797
509,-1167.137,362.5493,100.0,100.0,1574.64,3543.29,30.05,0.796
510,10.5524,12.7841,28.34,93.66,3.42,0.872,0.014,0.796
511,-1521.431,49.9448,100.0,100.0,2099.52,4724.27,30.05,0.796
512,7.5847,250.5176,44.94,94.11,11.12,3.235,0.022,0.795
513,-873.3184,26.634,100.0,24.7,3174.94,7145.714,30.05,0.795
514,7.323,34.2516,44.34,97.67,42.24,8.465,0.022,0.794
515,-458.654,98.8858,100.0,100.0,524.88,1181.68,30.05,0.794
516,-8.713,40.8067,62.89,38.39,66.74,33.758,0.031,0.794
517,-463.3066,67.4191,100.0,100.0,531.46,1197.189,30.05,0.793
518,5.6648,64.8782,40.89,85.33,80.12,13.346,0.02,0.793
519,6.5682,63.5049,47.61,95.51,35.23,8.26,0.024,0.792
520,-422.604,70.3864,100.0,91.01,524.88,1181.68,30.05,0.792
521,-47.9898,30.8397,75.29,79.49,134.09,140.13,0.708,0.792
522,-346.6446,86.9551,100.0,100.0,411.41,928.482,30.05,0.791
523,7.4957,171.9128,40.69,93.48,45.88,7.865,0.02,0.791
524,7.254,63.1475,40.53,89.13,32.82,6.179,0.02,0.79
525,11.1365,87.6021,26.4,95.89,3.17,0.835,0.013,0.79
526,-646.046,45.9252,100.0,100.0,855.44,1926.487,30.05,0.79
527,6.9033,305.1522,47.74,95.16,17.87,5.607,0.024,0.789
528,7.749,26.6004,34.01,79.5,18.45,2.155,0.017,0.789
529,2.8979,27.1736,47.66,47.66,17.93,3.851,0.024,0.788
530,8.5302,435.9633,40.48,93.52,4.34,1.237,0.02,0.788
531,-48.0448,35.8898,81.51,22.75,211.94,344.48,3.697,0.788
532,-779.5873,38.3763,99.59,91.07,1055.88,2377.841,29.15,0.787
533,3.508,38.1746,38.44,38.44,9.0,1.322,0.019,0.787
534,1.5768,33.9154,48.42,48.42,38.35,8.892,0.024,0.786
535,0.6621,350.8278,39.96,27.46,4.32,1.217,0.02,0.786
536,-166.1622,33.5661,83.55,84.07,261.06,500.14,5.268,0.786
537,0.2615,16.2767,38.8,26.97,9.8,2.485,0.019,0.785
538,3.2277,374.7596,39.03,39.03,13.71,2.241,0.02,0.785
539,3.7841,363.1645,32.55,32.55,3.84,0.622,0.016,0.784
540,-422.604,14.3659,100.0,91.54,524.88,1181.68,30.05,0.784
541,-4.1335,37.6159,53.5,23.89,25.66,8.508,0.027,0.784
542,0.3067,24.1217,36.21,22.0,9.34,2.264,0.018,0.783
543,-69.0034,15.1712,86.05,97.5,175.35,396.642,7.626,0.783
544,-2495.9495,18.6089,100.0,100.0,3542.94,7972.665,30.05,0.782
545,0.6262,27.6167,42.03,25.82,4.77,1.354,0.021,0.782
546,-10.0248,27.1529,63.91,63.91,41.07,22.312,0.032,0.782
547,-427.7672,12.0324,100.0,97.61,532.22,1198.891,30.05,0.781
548,1.8263,23.1254,37.55,37.55,40.55,5.518,0.019,0.781
549,6.5429,369.8422,42.74,88.92,46.18,8.378,0.021,0.78
550,8.2745,22.3141,36.6,85.98,3.84,1.065,0.018,0.78
551,-5.1972,28.4362,60.72,22.36,33.14,15.4,0.03,0.78
552,7.4904,320.5685,43.25,90.74,10.57,2.968,0.022,0.779
553,-10.7997,84.8263,39.98,24.93,72.35,11.822,0.02,0.779
554,2.4199,23.0509,44.26,44.26,26.43,5.229,0.022,0.778
555,9.1036,53.3605,37.68,94.4,4.0,1.11,0.019,0.778
556,-2584.523,72.864,100.0,100.0,3674.16,8267.91,30.05,0.778
557,-781.4597,54.7449,100.0,94.82,1055.9,2377.866,30.05,0.777
558,-9.5493,96.2111,39.47,20.93,69.32,10.831,0.02,0.777
559,-2795.7379,21.6018,100.0,100.0,3986.92,8971.96,30.05,0.776
560,-458.654,16.4473,100.0,100.0,524.88,1181.68,30.05,0.776
561,3.7757,13.1831,54.69,83.26,27.26,9.495,0.027,0.776
562,-2.1013,24.8144,40.06,29.04,14.37,3.83,0.02,0.775
563,2.6049,35.4522,30.66,30.66,27.98,2.758,0.015,0.775
564,-1432.9625,23.9617,100.0,100.0,1968.3,4429.375,30.05,0.774
565,-458.654,39.2295,100.0,100.0,524.88,1181.68,30.05,0.774
566,-13.6063,384.9975,65.39,19.16,118.06,67.034,0.033,0.774
567,8.2261,40.8435,43.59,97.6,11.82,3.191,0.022,0.773
568,-2584.418,10.4656,100.0,100.0,3674.16,8267.56,30.05,0.773
569,7.9516,57.6984,41.32,97.52,40.41,7.392,0.021,0.772
570,0.6782,244.2085,37.96,26.88,4.16,1.135,0.019,0.772
571,-1167.242,35.9886,100.0,100.0,1574.64,3543.64,30.05,0.772
572,6.6668,542.0936,46.28,88.63,11.85,3.525,0.023,0.771
573,-5.4341,67.2324,34.94,21.05,38.65,5.015,0.017,0.771
574,8.3833,57.2895,36.96,93.2,40.81,5.729,0.018,0.77
575,8.8252,44.007,37.07,91.22,3.83,1.076,0.019,0.77
576,-32.4301,144.6282,79.54,49.0,159.98,224.313,2.461,0.77
577,9.294,30.6109,28.99,85.25,8.27,1.84,0.014,0.769
578,4.2283,20.706,45.53,79.68,64.16,13.436,0.023,0.769
579,8.8571,54.3265,39.88,97.54,18.6,2.915,0.02,0.768
580,-458.654,81.298,100.0,100.0,524.88,1181.68,30.05,0.768
581,-1521.431,44.2446,100.0,100.0,2099.52,4724.27,30.05,0.768
582,-428.2386,25.8608,100.0,94.05,532.92,1200.462,30.05,0.767
583,-1120.2092,104.504,100.0,29.3,4061.94,9141.121,30.05,0.767
584,-4.1319,13.0304,37.58,25.23,33.1,4.769,0.019,0.766
585,-458.654,67.6222,100.0,100.0,524.88,1181.68,30.05,0.766
586,-1177.8596,44.6111,100.0,100.0,1643.31,3699.199,30.05,0.766
587,7.547,41.989,45.13,94.01,10.77,3.199,0.023,0.765
588,3.4587,21.9839,27.84,27.84,10.51,1.208,0.014,0.765
589,-2495.9495,55.2317,100.0,100.0,3542.94,7972.665,30.05,0.764
590,3.7182,77.9312,38.49,38.49,4.17,1.152,0.019,0.764
591,-217.6901,30.1445,85.27,85.27,280.06,623.275,6.843,0.764
592,8.2943,21.6479,40.07,92.7,9.87,2.589,0.02,0.763
593,-4.2992,48.429,41.81,21.58,48.63,8.676,0.021,0.763
594,-1.2603,35.4864,42.17,11.06,18.65,3.28,0.021,0.762
595,9.0432,44.812,39.37,96.25,4.22,1.185,0.02,0.762
596,2.9598,25.4641,48.84,48.84,15.91,4.039,0.024,0.762
597,-990.305,21.8917,100.0,100.0,1312.2,2953.85,30.05,0.761
598,7.6604,46.7432,33.67,80.11,28.7,3.607,0.017,0.761
599,7.1827,15.1338,47.21,94.36,15.66,3.676,0.024,0.76
600,-420.2368,38.0264,100.0,87.01,521.37,1173.789,30.05,0.76
601,7.8707,9.584,43.84,97.37,24.09,5.11,0.022,0.76
602,6.7648,3.2,48.82,93.48,12.57,4.033,0.024,0.759
603,-1602.7204,84.3817,98.92,98.92,2230.74,5019.515,27.722,0.759
604,8.3622,46.4989,39.78,93.98,20.46,3.47,0.02,0.758
605,3.7772,38.6098,28.06,28.06,3.4,0.867,0.014,0.758
606,2.7902,24.6907,49.44,49.44,18.46,4.715,0.025,0.758
607,-990.305,41.5174,100.0,100.0,1312.2,2953.85,30.05,0.757
608,7.5653,21.611,41.93,96.13,44.76,8.198,0.021,0.757
609,8.548,30.7192,37.67,96.51,43.1,6.517,0.019,0.756
610,7.3121,19.2868,42.54,86.26,4.51,1.339,0.021,0.756
611,-1010.0585,148.9059,100.0,100.0,1394.72,3139.862,30.05,0.756
612,7.9554,26.6202,41.4,91.95,10.82,2.824,0.021,0.755
613,-1.4013,513.8792,42.39,27.49,20.79,3.618,0.021,0.755
614,-4.2207,63.366,43.23,29.64,46.99,8.712,0.022,0.754
615,0.7112,17.149,35.48,18.98,3.72,1.027,0.018,0.754
616,-2.5262,31.28,59.95,59.95,38.63,15.948,0.03,0.754
617,8.0405,21.7728,42.06,93.59,10.6,2.857,0.021,0.753
618,-874.0403,34.4144,100.0,24.36,3177.56,7151.62,30.05,0.753
619,7.5832,199.709,43.05,96.14,35.07,6.887,0.022,0.752
620,8.76,59.4484,37.07,90.66,3.76,1.069,0.019,0.752
621,-21.4604,35.7811,77.13,29.8,133.85,157.68,1.32,0.752
622,-344.7277,51.3756,100.0,100.0,408.57,922.092,30.05,0.751
623,-3.3301,27.9254,40.31,33.31,50.69,7.957,0.02,0.751
624,7.8147,59.0754,40.77,93.3,32.63,5.521,0.02,0.75
625,-422.604,12.132,100.0,92.86,524.88,1181.68,30.05,0.75
626,3.5327,61.569,48.66,78.63,58.42,13.874,0.024,0.75
627,8.2906,27.198,39.2,91.39,9.69,2.501,0.02,0.749
628,3.0213,8.5384,35.2,35.2,18.7,2.309,0.018,0.749
629,7.7146,46.6763,40.9,92.31,30.24,5.252,0.02,0.748
630,-458.654,336.9348,100.0,100.0,524.88,1181.68,30.05,0.748
631,-37.1681,41.3062,74.84,74.84,91.35,91.845,0.591,0.748
632,0.2461,6.8742,38.74,27.27,10.06,2.509,0.019,0.747
633,-993.3329,40.925,100.0,100.0,1369.63,3084.11,30.05,0.747
634,6.5047,36.9173,43.49,89.29,42.34,8.127,0.022,0.746
635,-422.604,12.9362,100.0,92.65,524.88,1181.68,30.05,0.746
636,-13.8603,48.6285,61.98,61.98,59.21,27.966,0.031,0.746
637,-463.3843,12.2255,100.0,100.0,531.58,1197.448,30.05,0.745
638,3.8143,53.3417,19.66,19.66,3.57,0.427,0.01,0.745
639,10.6083,17.5444,28.16,94.35,10.82,1.238,0.014,0.744
640,9.9524,27.3968,32.94,94.94,3.76,0.973,0.016,0.744
641,-1485.381,10.2347,100.0,100.0,2099.52,4724.27,30.05,0.744
642,-2.0973,47.6933,39.42,28.17,14.42,3.764,0.02,0.743
643,-2029.8799,68.126,100.0,100.0,2905.72,6539.266,30.05,0.743
644,8.3276,38.3794,40.17,97.37,35.05,6.003,0.02,0.742
645,-458.654,86.8673,100.0,100.0,524.88,1181.68,30.05,0.742
646,-9.309,12.2748,69.11,93.08,126.06,89.124,0.035,0.742
647,-781.2352,8.9491,100.0,96.43,1055.56,2377.117,30.05,0.741
648,6.7509,48.1687,38.44,87.79,69.86,10.697,0.019,0.741
649,-267.7601,109.7288,89.84,89.84,325.88,733.589,12.128,0.74
650,0.7077,34.9398,35.96,28.25,3.76,1.042,0.018,0.74
651,2.6966,48.5087,51.83,51.83,18.95,5.455,0.026,0.74
652,9.2576,11.5002,37.1,96.49,9.95,2.38,0.019,0.739
653,5.0159,20.4298,47.11,89.94,64.83,14.692,0.024,0.739
654,8.4424,33.3561,38.14,96.16,44.28,6.437,0.019,0.738
655,8.917,35.4737,34.58,88.57,3.9,1.02,0.017,0.738
656,-81.0418,23.8223,79.2,79.2,159.88,218.074,2.279,0.738
657,3.3365,39.4657,39.68,39.68,10.12,2.588,0.02,0.737
658,6.8054,326.6772,39.26,90.79,76.19,11.851,0.02,0.737
659,-4.4122,42.2216,41.5,27.56,50.63,8.807,0.021,0.736
660,-334.38,24.026,100.0,85.35,394.18,887.6,30.05,0.736
661,2.0111,180.5954,57.58,57.58,25.53,9.678,0.029,0.736
662,0.2698,36.0862,37.96,28.67,9.76,2.42,0.019,0.735
663,-1362.9773,271.3966,95.12,95.12,1947.12,4383.461,20.35,0.735
664,-1720.0555,142.2949,100.0,100.0,2393.62,5386.352,30.05,0.734
665,11.0999,44.6701,26.82,96.15,3.3,0.846,0.013,0.734
666,0.8108,287.2992,62.8,84.9,42.95,21.885,0.031,0.734
667,3.4293,68.6046,37.19,37.19,8.63,2.255,0.019,0.733
668,1.3066,28.0348,38.74,38.74,49.36,7.19,0.019,0.733
669,3.5415,27.0152,30.73,30.73,9.18,0.913,0.015,0.732
670,0.6066,41.0374,42.67,26.98,5.03,1.419,0.021,0.732
671,-749.4581,193.5524,100.0,100.0,1008.64,2271.194,30.05,0.732
672,8.1418,48.3404,40.88,94.12,13.91,3.869,0.02,0.731
673,5.8063,309.1071,47.71,88.55,32.01,7.67,0.024,0.731
674,8.4813,37.4705,30.58,80.76,15.0,1.96,0.015,0.73
675,10.267,331.2291,30.37,94.04,3.43,0.905,0.015,0.73
676,5.2801,24.8621,49.38,85.25,24.66,6.746,0.025,0.73
677,3.3524,74.9013,39.92,39.92,9.77,2.567,0.02,0.729
678,5.5875,30.287,44.84,88.18,59.81,11.91,0.022,0.729
679,8.0813,26.6591,40.0,94.04,31.33,5.159,0.02,0.728
680,3.7105,317.9526,40.77,40.77,4.17,1.227,0.02,0.728
681,3.2294,13.2536,39.82,39.82,13.51,2.302,0.02,0.728
682,-781.2302,13.0926,100.0,91.86,1055.56,2377.101,30.05,0.727
683,1.332,29.6202,38.36,38.36,49.13,7.028,0.019,0.727
684,-1950.8756,12.1347,100.0,100.0,2788.67,6275.919,30.05,0.726
685,-458.654,37.6685,100.0,100.0,524.88,1181.68,30.05,0.726
686,-13.65,29.7482,66.42,19.65,114.63,69.185,0.033,0.726
687,9.4304,27.684,32.03,90.67,9.05,2.015,0.016,0.725
688,5.8028,22.817,45.31,91.23,58.99,12.412,0.023,0.725
689,-3.9175,57.2896,32.75,17.1,31.09,3.632,0.016,0.724
690,9.8565,64.925,33.04,94.27,3.54,0.96,0.017,0.724
691,-39.7796,175.1412,80.42,97.66,170.5,254.433,2.978,0.724
692,-426.6859,24.2901,100.0,95.84,530.62,1195.286,30.05,0.723
693,-3.6298,31.4897,33.22,28.98,42.13,5.232,0.017,0.723
694,-0.8237,46.347,36.12,27.58,12.73,1.87,0.018,0.722
695,3.7613,12.732,33.8,33.8,3.53,0.974,0.017,0.722
696,-12.3255,323.2284,63.12,63.12,44.9,22.177,0.032,0.722
697,-6.5396,57.7424,40.2,35.91,20.26,5.264,0.02,0.721
698,3.8759,20.4538,49.47,91.71,84.38,21.186,0.025,0.721
699,-1432.9625,7.8538,100.0,100.0,1968.3,4429.375,30.05,0.72
700,9.8391,32.2609,34.83,96.59,3.83,1.02,0.017,0.72
701,-2584.523,8.0816,100.0,100.0,3674.16,8267.91,30.05,0.72
702,-990.305,40.5325,100.0,100.0,1312.2,2953.85,30.05,0.719
703,6.1069,19.2693,43.13,87.1,49.67,9.412,0.022,0.719
704,-2.7144,72.8524,46.31,18.73,37.87,8.209,0.023,0.718
705,-458.654,48.4613,100.0,100.0,524.88,1181.68,30.05,0.718
706,-1167.242,46.9192,100.0,100.0,1574.64,3543.64,30.05,0.718
707,3.2551,31.383,42.77,42.77,11.12,3.0,0.021,0.717
708,1.7332,31.3164,39.03,39.03,41.5,6.067,0.02,0.717
709,-3.946,121.9046,33.49,23.93,30.75,4.084,0.017,0.716
710,0.7187,26.0817,32.68,28.4,3.7,0.964,0.016,0.716
711,-636.5336,14.7453,100.0,100.0,841.35,1894.779,30.05,0.716
712,8.6317,42.7073,35.47,88.91,9.55,2.238,0.018,0.715
713,8.6665,33.1393,35.84,94.17,41.28,5.819,0.018,0.715
714,2.0068,24.417,37.99,37.99,36.72,5.246,0.019,0.714
715,3.7304,7.2917,35.4,35.4,4.1,1.057,0.018,0.714
716,-656.3033,16.7771,100.0,100.0,870.63,1960.678,30.05,0.714
717,0.2786,20.0969,37.06,18.09,9.72,2.355,0.019,0.713
718,6.2724,9.0256,48.02,95.96,42.14,10.161,0.024,0.713
719,7.8004,32.696,40.77,93.06,31.81,5.418,0.02,0.712
720,8.6624,35.8501,34.26,86.01,3.92,1.015,0.017,0.712
721,-8.0249,22.7469,57.75,21.68,80.51,29.992,0.029,0.712
722,3.2817,25.021,43.45,43.45,10.51,2.979,0.022,0.711
723,5.7991,45.2652,48.06,96.55,56.43,13.743,0.024,0.711
724,-905.3126,322.1877,100.0,29.04,3287.77,7399.239,30.05,0.71
725,0.7308,21.0091,31.55,25.37,3.52,0.931,0.016,0.71
726,-10.6718,17.9117,70.49,25.83,91.96,70.739,0.054,0.71
727,-723.8702,23.0745,100.0,94.8,970.58,2185.901,30.05,0.709
728,7.0192,3.7341,40.69,91.51,55.99,9.482,0.02,0.709
729,8.8741,311.2881,38.75,97.31,22.07,3.834,0.019,0.708
730,3.7027,54.9657,40.01,40.01,4.37,1.225,0.02,0.708
731,-38.6584,40.2901,81.36,26.07,188.54,302.312,3.591,0.708
732,3.308,158.428,39.19,39.19,10.75,2.621,0.02,0.707
733,1.9948,39.8461,37.29,37.29,37.32,5.124,0.019,0.707
734,3.7855,482.3493,32.35,32.35,3.82,0.616,0.016,0.706
735,8.0256,13.0978,39.97,88.56,4.01,1.18,0.02,0.706
736,-361.0525,331.4982,89.29,96.17,491.17,1106.187,11.409,0.706
737,7.742,49.2741,43.68,95.29,15.63,4.482,0.022,0.705
738,-5.8588,17.5465,39.28,39.28,59.39,8.891,0.02,0.705
739,-3.5319,13.8812,34.75,27.14,40.41,5.115,0.017,0.704
740,6.7225,20.1069,41.43,79.84,4.74,1.325,0.021,0.704
741,-1.2326,28.1845,66.38,97.03,68.39,41.373,0.033,0.704
742,-990.305,10.7692,100.0,100.0,1312.2,2953.85,30.05,0.703
743,-876.5853,34.3624,100.0,20.16,3175.91,7147.898,30.05,0.703
744,1.4436,17.2753,48.97,48.97,38.95,9.985,0.024,0.702
745,-458.654,5.8576,100.0,100.0,524.88,1181.68,30.05,0.702
746,-1485.381,41.3171,100.0,100.0,2099.52,4724.27,30.05,0.702
747,7.3806,30.7438,43.83,90.68,10.64,3.037,0.022,0.701
748,-10.5357,18.0757,41.78,16.56,67.02,11.845,0.021,0.701
749,-6.6839,26.0638,46.76,22.22,51.24,11.221,0.023,0.7
750,10.4151,36.1403,32.31,97.93,3.64,0.953,0.016,0.7
751,-8.362,341.1824,55.93,13.76,63.3,21.969,0.028,0.7
752,7.9105,45.0279,39.64,88.91,10.09,2.582,0.02,0.699
