episode,reward,loss,dqn_bottleneck,spf_bottleneck,latency_ms,jitter_ms,loss_pct,epsilon
2242,7.6019,24.2149,42.69,92.54,15.12,4.264,0.021,0.31
2243,-5.7741,13.8715,43.81,27.29,54.52,10.481,0.022,0.309
2244,-1137.3905,3.815,95.24,95.24,1574.64,3543.29,20.568,0.309
2245,3.7254,60.2693,36.77,36.77,4.12,1.097,0.018,0.309
2246,-2064.3006,37.1016,100.0,100.0,2956.4,6654.002,30.05,0.309
2247,-426.6402,27.2597,100.0,93.54,530.55,1195.134,30.05,0.309
2248,-4.5233,34.901,34.23,29.84,56.51,6.98,0.017,0.308
2249,7.5276,50.9498,41.24,94.83,46.47,8.153,0.021,0.308
2250,7.411,280.4678,44.67,90.07,4.6,1.447,0.022,0.308
2251,0.3291,11.5073,60.3,96.76,87.0,37.258,0.03,0.308
2252,8.3076,13.2892,41.15,94.47,10.49,2.759,0.021,0.308
2253,6.4356,25.8663,44.6,94.11,54.52,11.257,0.022,0.307
2254,8.4224,56.5669,37.84,93.42,31.76,4.693,0.019,0.307
2255,9.5538,6.7177,30.39,88.13,3.58,0.914,0.015,0.307
2256,-25.0406,69.4352,76.74,87.5,147.75,170.036,1.172,0.307
2257,-426.9139,38.5517,100.0,90.53,530.95,1196.046,30.05,0.307
2258,-10.3563,13.7244,47.2,11.55,59.09,14.018,0.024,0.306
2259,3.5319,12.9989,35.13,35.13,8.2,1.402,0.018,0.306
2260,7.5533,45.5424,44.51,91.17,5.26,1.545,0.022,0.306
2261,-2.8589,17.8779,58.2,48.22,31.44,12.868,0.029,0.306
2262,8.0574,223.5,38.71,88.72,9.43,2.438,0.019,0.306
2263,-3736.0835,19.1589,100.0,100.0,5380.02,12106.445,30.05,0.306
2264,8.8653,10.5682,31.24,84.92,15.17,2.019,0.016,0.305
2265,-458.654,17.9958,100.0,100.0,524.88,1181.68,30.05,0.305
2266,-5.4267,67.0828,62.88,11.65,33.56,17.487,0.031,0.305
2267,7.6651,12.3721,44.85,96.42,15.45,4.636,0.022,0.305
2268,2.765,42.4625,37.55,37.55,23.22,3.06,0.019,0.305
2269,7.5564,14.0938,44.78,95.17,20.75,4.441,0.022,0.304
2270,9.1922,52.7884,39.33,97.45,4.35,1.199,0.02,0.304
2271,-29.9602,54.2109,77.71,86.74,160.38,197.295,1.56,0.304
2272,7.5215,10.1918,40.83,89.1,15.36,4.047,0.02,0.304
2273,-3.7566,9.5542,34.9,26.68,43.59,5.771,0.017,0.304
2274,-3086.1684,45.325,100.0,100.0,4470.43,10060.228,30.05,0.303
2275,9.3227,27.9721,33.62,90.64,3.88,0.998,0.017,0.303
2276,-17.3789,50.9716,69.34,69.34,63.12,44.879,0.035,0.303
2277,-427.085,9.5279,100.0,83.37,531.21,1196.617,30.05,0.303
2278,8.2698,26.7572,37.09,96.31,61.33,8.835,0.019,0.303
2279,2.5193,42.3836,44.47,44.47,24.55,4.985,0.022,0.302
2280,-422.604,23.3389,100.0,92.39,524.88,1181.68,30.05,0.302
2281,-12.8014,39.0799,66.13,66.13,36.53,21.931,0.033,0.302
2282,3.5711,8.7091,40.97,40.97,6.8,1.57,0.02,0.302
2283,8.1774,23.7222,37.8,93.75,43.93,6.64,0.019,0.302
2284,-3085.42,296.6218,100.0,100.0,4469.33,10057.733,30.05,0.301
2285,3.715,31.3475,40.96,40.96,4.07,1.221,0.02,0.301
2286,-657.9166,24.9532,100.0,100.0,873.02,1966.055,30.05,0.301
2287,8.3489,61.8757,39.75,92.57,8.96,2.458,0.02,0.301
2288,5.2053,16.1034,45.99,88.16,61.02,13.205,0.023,0.301
2289,7.4844,35.7874,41.84,94.71,43.92,7.699,0.021,0.301
2290,3.7774,45.0638,29.16,29.16,3.36,0.882,0.015,0.3
2291,-4.7098,25.8783,56.29,29.49,31.11,11.545,0.028,0.3
2292,9.0974,14.3836,37.66,97.34,13.94,3.527,0.019,0.3
2293,8.1526,5.5958,39.37,97.43,51.94,8.074,0.02,0.3
2294,7.2267,22.7087,40.37,87.16,28.86,4.95,0.02,0.3
2295,8.3619,70.1592,37.63,88.11,3.73,1.081,0.019,0.299
2296,3.1581,22.6748,42.84,42.84,14.18,2.748,0.021,0.299
2297,8.9789,47.2284,38.6,96.3,9.86,2.477,0.019,0.299
2298,8.4105,26.6889,36.23,94.16,50.16,7.097,0.018,0.299
2299,7.9158,8.6722,41.26,94.44,29.4,5.234,0.021,0.299
2300,3.6975,27.8118,39.13,39.13,4.53,1.213,0.02,0.298
2301,-296.4205,39.6159,100.0,27.4,1070.11,2409.149,30.05,0.298
2302,9.7508,25.0499,33.52,95.47,9.29,2.106,0.017,0.298
2303,-5.2379,5.8928,39.2,27.94,49.34,7.71,0.02,0.298
2304,-2.4834,10.3923,43.81,15.29,35.85,6.91,0.022,0.298
2305,7.9827,39.8946,44.52,94.63,4.62,1.442,0.022,0.297
2306,2.1576,296.8356,60.42,93.92,52.1,22.671,0.03,0.297
2307,9.6295,15.3368,32.14,92.42,8.17,1.959,0.016,0.297
2308,-4.5012,29.7605,40.82,25.21,51.96,9.032,0.02,0.297
2309,3.5325,33.9525,25.86,25.86,9.82,0.749,0.013,0.297
2310,9.7525,20.6633,27.97,86.48,3.28,0.86,0.014,0.296
2311,-36.0015,21.6888,79.66,96.31,165.48,233.433,2.532,0.296
2312,8.54,10.9631,41.58,97.04,10.56,2.806,0.021,0.296
2313,-3.382,8.4888,36.74,34.37,53.22,7.211,0.018,0.296
2314,8.5986,53.0015,38.37,95.62,30.8,4.712,0.019,0.296
2315,-390.5168,25.2894,97.28,97.28,450.23,1013.717,24.385,0.296
2316,2.4366,15.6271,53.58,53.58,22.01,6.828,0.027,0.295
2317,8.3763,15.9819,41.44,95.51,10.73,2.816,0.021,0.295
2318,-9.4728,13.1298,40.18,22.3,67.47,10.994,0.02,0.295
2319,8.1601,42.4906,40.43,95.93,31.81,5.679,0.02,0.295
2320,3.6822,89.9967,40.57,40.57,4.72,1.289,0.02,0.295
2321,-21.4745,14.6439,71.33,71.33,71.53,57.471,0.082,0.294
2322,-427.694,23.6532,100.0,83.95,532.11,1198.647,30.05,0.294
2323,5.8245,17.2622,44.56,95.5,82.7,16.48,0.022,0.294
2324,-2.3682,38.3317,40.65,24.04,35.63,5.865,0.02,0.294
2325,10.3494,10.654,27.45,90.75,3.38,0.858,0.014,0.294
2326,2.2187,23.9434,56.23,93.9,77.97,26.741,0.028,0.293
2327,8.3807,5.8037,39.7,92.87,9.75,2.546,0.02,0.293
2328,2.288,24.4089,40.17,40.17,31.49,4.523,0.02,0.293
2329,2.6959,26.7609,33.68,33.68,25.14,2.985,0.017,0.293
2330,6.4736,41.6477,47.27,86.1,5.39,1.728,0.024,0.293
2331,-26.734,16.1618,69.66,69.66,90.39,66.118,0.035,0.292
2332,-427.1936,30.9377,100.0,96.63,531.37,1196.979,30.05,0.292
2333,-5.853,97.607,43.41,31.15,70.91,13.075,0.022,0.292
2334,3.6468,7.6077,32.7,32.7,6.75,0.832,0.016,0.292
2335,7.9141,24.8596,41.46,89.77,4.53,1.298,0.021,0.292
2336,-5.5697,7.5195,59.84,17.17,38.05,16.669,0.03,0.291
2337,3.6788,23.7507,33.83,33.83,5.26,1.109,0.017,0.291
2338,2.7091,19.2438,37.9,37.9,23.53,3.498,0.019,0.291
2339,7.8365,25.478,38.99,91.7,37.81,5.991,0.019,0.291
2340,3.79,10.9078,25.54,25.54,3.19,0.826,0.013,0.291
2341,-1484.7682,42.5413,95.43,96.42,2126.47,4785.613,20.9,0.291
2342,3.3068,11.7387,39.44,39.44,10.73,2.64,0.02,0.29
2343,3.3197,41.694,39.06,39.06,12.59,1.768,0.02,0.29
2344,7.6243,19.3012,39.04,87.45,22.77,3.962,0.02,0.29
2345,-458.654,31.4161,100.0,100.0,524.88,1181.68,30.05,0.29
2346,-37.74,12.3584,73.93,73.93,101.01,96.359,0.393,0.29
2347,-347.3374,17.9869,100.0,100.0,412.44,930.791,30.05,0.289
2348,3.0346,19.3444,32.24,32.24,19.09,2.018,0.016,0.289
2349,3.7133,36.1267,35.36,35.36,5.17,0.8,0.018,0.289
2350,10.6095,38.3823,24.56,88.99,3.11,0.812,0.012,0.289
2351,6.1858,23.6902,51.91,97.41,25.08,7.724,0.026,0.289
2352,-462.4725,28.2418,100.0,100.0,530.23,1194.408,30.05,0.288
2353,8.6524,16.0763,36.83,95.9,42.77,6.234,0.018,0.288
2354,9.5718,21.6427,33.72,97.96,43.23,5.088,0.017,0.288
2355,-458.654,63.5318,100.0,100.0,524.88,1181.68,30.05,0.288
2356,4.4915,16.4997,57.61,95.66,28.72,11.517,0.029,0.288
2357,8.7239,20.4545,36.45,91.04,9.35,2.28,0.018,0.287
2358,-5.6221,3.9785,45.82,45.82,64.9,13.77,0.023,0.287
2359,6.3858,26.1262,43.18,88.07,41.77,8.269,0.022,0.287
2360,8.8519,39.8175,30.76,82.79,3.61,0.922,0.015,0.287
2361,5.6723,34.4823,46.29,83.03,23.74,5.662,0.023,0.287
2362,3.5703,22.3917,42.23,42.23,6.67,1.627,0.021,0.286
2363,-858.2137,37.1518,100.0,23.66,3097.94,6973.167,30.05,0.286
2364,3.4829,13.9236,29.21,29.21,10.61,0.925,0.015,0.286
2365,-458.654,23.3336,100.0,100.0,524.88,1181.68,30.05,0.286
2366,-501.916,7.8267,91.21,91.21,691.97,1557.272,14.04,0.286
2367,7.4287,14.0575,48.2,97.97,12.21,3.864,0.024,0.286
2368,-4.3717,120.8357,47.93,28.31,59.58,13.927,0.024,0.285
2369,9.4086,25.581,32.79,91.99,18.67,2.394,0.016,0.285
2370,-422.604,282.9828,100.0,90.5,524.88,1181.68,30.05,0.285
2371,-124.0899,18.7073,82.33,61.43,211.64,366.966,4.289,0.285
2372,-462.8341,13.5181,100.0,100.0,530.76,1195.614,30.05,0.285
2373,7.1803,47.765,43.37,94.95,43.67,8.277,0.022,0.284
2374,-2.7219,38.5937,44.8,22.22,38.91,7.766,0.022,0.284
2375,7.973,20.3946,36.39,83.19,3.92,1.067,0.018,0.284
2376,-24.0076,11.527,75.62,24.17,133.94,143.107,0.803,0.284
2377,-463.6955,2.9264,100.0,100.0,532.04,1198.485,30.05,0.284
2378,-10.4048,17.2869,47.28,18.33,74.69,16.702,0.024,0.283
2379,3.6375,20.5638,33.47,33.47,6.88,0.872,0.017,0.283
2380,0.6281,44.1264,43.85,23.96,4.61,1.411,0.022,0.283
2381,-1.6912,107.9568,46.88,39.36,22.61,5.61,0.023,0.283
2382,7.4671,48.8825,44.9,93.12,11.34,3.267,0.022,0.283
2383,2.9812,39.5918,35.59,35.59,19.42,2.419,0.018,0.282
2384,-3.6458,22.0137,40.71,27.39,39.48,6.717,0.02,0.282
2385,0.6342,17.402,45.19,27.4,4.43,1.443,0.023,0.282
2386,-8.6102,26.2282,60.42,60.42,25.7,11.364,0.03,0.282
2387,9.5902,130.0819,35.85,97.45,9.77,2.281,0.018,0.282
2388,-4.1131,19.7103,48.52,23.7,55.79,13.235,0.024,0.282
2389,5.4424,23.8209,45.91,84.22,40.87,8.564,0.023,0.281
2390,0.6667,27.0364,38.74,17.78,4.31,1.176,0.019,0.281
2391,-0.0775,27.8791,59.55,90.33,86.79,35.631,0.03,0.281
2392,3.249,31.1014,44.23,44.23,10.95,3.129,0.022,0.281
2393,-3.925,19.8265,41.0,26.81,43.22,7.642,0.021,0.281
2394,8.0776,5.0676,38.63,93.6,41.59,6.3,0.019,0.28
2395,8.1485,18.0804,44.52,96.0,4.56,1.433,0.022,0.28
2396,-19.1107,24.4933,70.25,70.25,66.78,50.203,0.051,0.28
2397,-990.305,12.2677,100.0,100.0,1312.2,2953.85,30.05,0.28
2398,-883.7316,28.6692,100.0,17.99,3190.73,7181.95,30.05,0.28
2399,-1.8795,10.9962,41.07,17.16,28.22,4.685,0.021,0.279
2400,-422.604,37.6487,100.0,93.17,524.88,1181.68,30.05,0.279
2401,3.1215,20.6805,60.67,93.47,33.77,15.619,0.03,0.279
2402,3.2974,51.8003,39.84,39.84,10.85,2.687,0.02,0.279
2403,6.7542,23.4079,42.55,92.3,52.37,9.878,0.021,0.279
2404,7.0254,29.4307,38.43,79.4,13.61,2.169,0.019,0.278
2405,8.3436,18.9318,36.2,86.0,3.7,1.042,0.018,0.278
2406,-9.5038,25.8428,59.67,22.99,70.54,29.769,0.03,0.278
2407,-765.417,19.369,100.0,100.0,979.03,2204.223,30.05,0.278
2408,5.9385,11.2722,44.15,94.62,80.59,15.456,0.022,0.278
2409,6.4847,10.8755,45.26,86.67,19.15,4.274,0.023,0.277
2410,-422.604,20.8233,100.0,94.83,524.88,1181.68,30.05,0.277
2411,-4.3631,24.5113,60.95,27.79,56.66,25.3,0.03,0.277
2412,-426.034,14.2879,100.0,95.91,529.65,1193.113,30.05,0.277
2413,-3.4317,35.228,37.57,29.91,53.54,7.548,0.019,0.277
2414,3.5,28.0987,35.87,35.87,8.77,1.492,0.018,0.277
2415,-422.604,293.5656,100.0,92.05,524.88,1181.68,30.05,0.276
2416,-1485.381,26.5095,100.0,100.0,2099.52,4724.27,30.05,0.276
2417,-990.305,24.3497,100.0,100.0,1312.2,2953.85,30.05,0.276
2418,6.9422,17.3328,41.99,94.83,64.25,11.241,0.021,0.276
2419,-3.3345,66.789,37.51,22.8,19.86,3.413,0.019,0.276
2420,9.2195,25.8261,38.73,96.79,3.93,1.133,0.019,0.275
2421,-293.7087,121.9872,100.0,38.54,1067.52,2403.326,30.05,0.275
2422,3.1617,30.9699,47.27,47.27,11.82,3.655,0.024,0.275
2423,-3.1357,28.403,38.82,26.81,32.67,5.022,0.019,0.275
2424,-2216.424,12.9745,100.0,96.8,3181.92,7161.08,30.05,0.275
2425,0.7612,66.322,25.33,29.32,3.13,0.821,0.013,0.274
2426,3.4385,7.632,55.32,82.86,30.36,10.754,0.028,0.274
2427,-2.0083,36.7009,38.62,29.87,13.1,3.532,0.019,0.274
2428,1.2629,9.7442,45.9,45.9,44.54,9.555,0.023,0.274
2429,6.5647,10.7904,43.25,90.61,46.77,9.039,0.022,0.274
2430,-422.604,43.4089,100.0,96.02,524.88,1181.68,30.05,0.273
2431,2.8877,23.0502,48.15,48.15,17.34,4.188,0.024,0.273
2432,3.3947,34.7981,36.97,36.97,9.35,2.312,0.018,0.273
2433,6.7055,47.9414,39.5,86.3,50.64,8.676,0.02,0.273
2434,3.7372,9.2539,27.49,27.49,5.1,0.589,0.014,0.273
2435,7.9497,7.64,40.01,87.99,4.06,1.187,0.02,0.272
2436,-43.1534,30.7721,81.37,56.65,195.19,313.939,3.6,0.272
2437,3.4014,25.1044,34.94,34.94,9.47,2.2,0.017,0.272
2438,5.8153,17.147,44.03,88.29,57.04,11.343,0.022,0.272
2439,6.6088,39.7256,43.18,90.52,45.01,8.747,0.022,0.272
2440,3.6909,35.0941,41.24,41.24,4.51,1.287,0.021,0.272
2441,2.2429,11.7062,57.28,57.28,22.63,8.519,0.029,0.271
2442,8.6107,18.1771,40.85,96.6,10.78,2.768,0.02,0.271
2443,3.3936,15.3768,23.55,23.55,13.21,0.781,0.012,0.271
2444,8.7755,51.945,38.22,96.85,30.89,4.686,0.019,0.271
2445,8.0806,55.5508,45.38,96.71,4.94,1.538,0.023,0.271
2446,-2.7866,14.6411,57.73,57.73,30.96,12.386,0.029,0.27
2447,3.5349,23.1964,43.3,43.3,7.2,1.771,0.022,0.27
2448,5.9112,7.8476,44.01,93.8,79.24,15.133,0.022,0.27
2449,7.0362,12.8709,44.73,96.88,46.56,9.334,0.022,0.27
2450,3.6712,23.6823,41.69,41.69,4.84,1.35,0.021,0.27
2451,5.3164,5.1026,49.68,86.69,26.9,7.337,0.025,0.269
2452,8.6543,20.6824,40.97,97.12,10.65,2.763,0.02,0.269
2453,5.1044,41.7331,46.78,93.07,76.48,16.955,0.023,0.269
2454,6.7979,21.5214,46.49,95.35,35.27,7.81,0.023,0.269
2455,-400.7242,31.2343,100.0,100.0,439.06,988.581,30.05,0.269
2456,-4.4671,41.396,52.89,25.62,30.34,9.504,0.026,0.268
2457,3.6415,40.2343,34.68,34.68,5.97,1.195,0.017,0.268
2458,1.9253,18.5568,36.34,36.34,38.51,5.344,0.018,0.268
2459,2.3754,13.8948,34.57,34.57,30.79,3.93,0.017,0.268
2460,-422.604,30.8373,100.0,97.32,524.88,1181.68,30.05,0.268
2461,-11.4419,19.8363,71.28,88.72,120.19,97.098,0.079,0.267
2462,0.1115,10.3905,44.07,23.56,11.41,3.182,0.022,0.267
2463,-1457.031,31.5263,100.0,100.0,2056.59,4629.77,30.05,0.267
2464,2.4616,62.7646,38.89,38.89,28.03,4.171,0.019,0.267
2465,0.6687,16.3004,39.06,23.87,4.27,1.18,0.02,0.267
2466,-2.3701,74.0319,52.82,45.84,29.11,9.147,0.026,0.267
2467,-426.3101,50.1624,100.0,91.07,530.06,1194.034,30.05,0.266
2468,-4.1788,26.1957,43.56,26.16,45.59,8.995,0.022,0.266
2469,7.5219,14.6414,40.27,89.64,30.1,5.077,0.02,0.266
2470,7.8844,14.1496,46.92,97.37,5.42,1.711,0.023,0.266
2471,2.7891,13.4109,49.03,49.03,18.64,4.655,0.025,0.266
2472,3.2997,20.4881,40.26,40.26,10.73,2.71,0.02,0.265
2473,6.5642,32.0667,40.43,86.76,52.98,8.99,0.02,0.265
2474,7.9483,20.9281,42.5,97.47,33.28,6.104,0.021,0.265
2475,9.8207,15.3212,26.17,84.6,3.12,0.83,0.013,0.265
2476,-2.0037,4.233,50.86,47.13,25.29,7.391,0.025,0.265
2477,7.8136,13.9276,43.1,93.26,10.85,2.994,0.022,0.264
2478,3.4107,24.9703,33.47,33.47,10.91,1.527,0.017,0.264
2479,8.689,20.8097,37.75,92.14,12.58,1.996,0.019,0.264
2480,5.7477,40.141,47.36,80.01,4.73,1.607,0.024,0.264
2481,-0.369,27.1714,68.0,96.49,49.3,33.448,0.034,0.264
2482,0.3297,23.3919,34.73,21.55,9.09,2.156,0.017,0.263
2483,5.6048,19.3822,46.37,89.24,49.29,10.995,0.023,0.263
2484,-4.5684,34.0417,40.61,14.49,38.86,6.256,0.02,0.263
2485,-422.604,18.4323,100.0,93.65,524.88,1181.68,30.05,0.263
2486,-182.5449,33.3231,87.13,97.47,506.35,1140.68,8.799,0.263
2487,3.6605,7.9477,36.14,36.14,5.48,1.204,0.018,0.262
2488,1.8981,47.721,38.92,38.92,39.03,5.406,0.019,0.262
2489,-1017.8515,27.6893,100.0,19.03,3693.37,8311.831,30.05,0.262
2490,9.6154,29.0691,35.78,96.02,3.8,1.041,0.018,0.262
2491,-8.6054,9.4475,60.35,60.35,25.85,11.385,0.03,0.262
2492,-462.6053,13.4054,100.0,100.0,530.42,1194.851,30.05,0.262
2493,-1.3037,15.9618,33.96,29.32,20.72,2.678,0.017,0.261
2494,8.4168,31.1148,40.13,96.81,29.75,5.001,0.02,0.261
2495,7.6822,31.8839,42.84,89.81,4.74,1.384,0.021,0.261
2496,-228.4979,15.7806,86.21,86.21,288.28,648.99,7.798,0.261
2497,-1.9728,20.2927,37.39,23.37,12.7,3.376,0.019,0.261
2498,0.8658,58.9244,46.77,46.77,51.19,10.865,0.023,0.26
2499,-3.4749,87.9351,42.9,27.32,36.2,6.651,0.021,0.26
2500,-422.604,16.2795,100.0,91.37,524.88,1181.68,30.05,0.26
2501,-3.63,20.452,62.79,52.85,35.73,18.433,0.031,0.26
2502,8.2469,30.7556,36.72,87.56,10.31,2.388,0.018,0.26
2503,1.4865,8.5688,48.43,48.43,39.83,9.202,0.024,0.259
2504,3.0339,15.5601,30.21,30.21,19.53,1.849,0.015,0.259
2505,-422.604,26.6347,100.0,93.71,524.88,1181.68,30.05,0.259
2506,-72.6382,20.8837,78.88,78.88,144.05,191.997,2.11,0.259
2507,-427.8424,24.7197,100.0,94.26,532.33,1199.141,30.05,0.259
2508,1.9913,37.8847,36.28,36.28,37.91,4.924,0.018,0.258
2509,6.6131,41.5562,41.34,82.56,22.28,4.321,0.021,0.258
2510,3.712,41.19,40.86,40.86,4.14,1.225,0.02,0.258
2511,-9.5383,47.8304,61.87,61.87,28.6,13.621,0.031,0.258
2512,8.8661,15.8206,39.38,96.52,10.19,2.573,0.02,0.258
2513,-1.639,57.8563,35.87,26.56,41.74,5.519,0.018,0.258
2514,8.8665,13.1856,36.32,94.84,29.52,4.502,0.018,0.257
2515,3.638,16.0389,48.11,48.11,4.86,1.676,0.024,0.257
2516,-45.1968,10.2487,81.2,95.78,178.77,283.161,3.483,0.257
2517,3.2295,20.5237,43.07,43.07,11.53,3.091,0.022,0.257
2518,1.8228,30.611,38.53,38.53,40.05,5.753,0.019,0.257
2519,3.6335,5.9675,33.78,33.78,6.94,0.888,0.017,0.256
2520,0.6752,43.5915,40.65,14.26,4.08,1.211,0.02,0.256
2521,-162.255,57.4771,88.51,96.8,438.27,987.149,10.424,0.256
2522,3.3706,14.5187,38.7,38.7,9.6,2.455,0.019,0.256
2523,7.766,92.7163,36.8,89.43,47.21,7.002,0.018,0.256
2524,-0.8687,15.8949,37.51,25.23,13.28,2.046,0.019,0.255
2525,0.7086,22.4328,33.71,18.38,3.84,0.996,0.017,0.255
2526,-6.3609,42.2828,66.95,91.75,113.63,70.733,0.033,0.255
2527,9.1434,15.6369,37.13,95.6,10.17,2.403,0.019,0.255
2528,3.5298,48.8191,37.28,37.28,8.71,1.218,0.019,0.255
2529,3.0288,17.3768,45.15,45.15,16.5,3.11,0.023,0.254
2530,8.4966,30.4645,41.63,94.82,4.25,1.268,0.021,0.254
2531,6.1163,21.672,46.02,86.33,24.01,5.639,0.023,0.254
2532,7.8377,3.6206,42.96,94.96,15.45,4.35,0.021,0.254
2533,1.999,40.0305,44.95,44.95,33.55,6.592,0.022,0.254
2534,7.2685,17.2234,42.27,93.7,43.91,7.868,0.021,0.253
2535,7.2287,22.2897,46.98,91.87,4.98,1.632,0.023,0.253
2536,-2163.2382,3.4989,100.0,100.0,3102.98,6983.794,30.05,0.253
2537,3.2163,37.6887,46.3,46.3,11.11,3.395,0.023,0.253
2538,3.7111,15.4486,21.56,21.56,5.95,0.509,0.011,0.253
2539,-649.644,7.7721,100.0,26.3,2361.96,5315.46,30.05,0.253
2540,3.7539,33.0067,34.58,34.58,3.65,1.0,0.017,0.252
2541,-4.3008,29.1664,54.08,24.59,27.47,9.272,0.027,0.252
2542,-635.801,18.1827,100.0,100.0,787.32,1772.17,30.05,0.252
2543,-2.7745,29.1508,31.52,23.43,28.91,3.288,0.016,0.252
2544,3.6553,60.2117,31.96,31.96,6.62,0.798,0.016,0.252
2545,-458.654,19.7436,100.0,100.0,524.88,1181.68,30.05,0.251
2546,-69.706,374.9949,84.5,53.27,262.38,545.868,6.114,0.251
2547,8.0146,34.1371,41.41,92.18,9.18,2.609,0.021,0.251
2548,1.9166,55.856,41.82,41.82,36.96,6.05,0.021,0.251
2549,9.3031,42.0552,36.09,97.51,28.03,3.972,0.018,0.251
2550,0.5795,22.4689,45.56,19.72,5.22,1.596,0.023,0.25
2551,0.9232,5.1045,64.18,90.37,43.72,24.027,0.032,0.25
2552,8.892,30.6256,37.38,93.78,9.53,2.357,0.019,0.25
2553,6.5008,32.2786,44.28,93.08,52.09,10.346,0.022,0.25
2554,6.0459,14.6815,47.68,95.03,47.0,11.29,0.024,0.25
2555,10.0768,13.3126,31.51,94.02,3.64,0.937,0.016,0.249
2556,-42.5993,27.9018,74.64,74.64,110.74,110.547,0.545,0.249
2557,3.3935,19.0957,36.4,36.4,9.45,2.286,0.018,0.249
2558,-3.2143,15.1376,37.92,22.35,34.33,4.977,0.019,0.249
2559,7.5523,2.5407,41.0,94.97,48.76,8.354,0.021,0.249
2560,0.5783,14.8461,47.13,20.61,5.1,1.665,0.024,0.248
2561,-160.0102,37.8284,82.62,80.0,273.53,485.039,4.518,0.248
2562,3.2285,15.4196,43.59,43.59,11.45,3.135,0.022,0.248
2563,7.1522,16.2551,37.64,85.78,50.66,7.278,0.019,0.248
2564,-3.4552,372.6505,23.87,11.18,24.64,2.23,0.012,0.248
2565,8.8652,14.6578,39.1,94.39,4.19,1.173,0.02,0.248
2566,2.3522,39.3485,56.71,56.71,21.49,7.883,0.028,0.247
2567,7.9025,21.638,43.72,94.92,10.85,3.059,0.022,0.247
2568,3.8212,12.4955,17.85,17.85,3.44,0.41,0.009,0.247
2569,3.443,21.8104,40.17,40.17,9.34,1.834,0.02,0.247
2570,3.7259,17.1175,39.04,39.04,3.98,1.148,0.02,0.247
2571,-25.1365,41.1634,77.81,25.64,150.67,186.032,1.603,0.246
2572,3.4364,89.7209,32.4,32.4,9.02,2.03,0.016,0.246
2573,-5.1321,11.2884,41.42,22.43,46.25,8.195,0.021,0.246
2574,7.4215,19.8861,41.92,90.25,22.55,4.47,0.021,0.246
2575,10.8128,28.0159,29.2,96.99,3.47,0.888,0.015,0.246
2576,-2146.2112,8.8464,100.0,100.0,3077.75,6927.037,30.05,0.245
2577,3.3712,22.3958,37.27,37.27,9.78,2.375,0.019,0.245
2578,7.0251,2.7824,39.75,94.05,79.05,12.476,0.02,0.245
2579,-3.7352,21.2826,46.55,19.3,52.17,11.268,0.023,0.245
2580,9.9529,26.2815,32.31,94.09,3.8,0.964,0.016,0.245
2581,2.0798,29.3611,58.5,58.5,24.0,9.604,0.029,0.244
2582,-426.5659,19.9519,100.0,91.84,530.44,1194.886,30.05,0.244
2583,3.6365,21.1296,41.59,41.59,6.16,1.171,0.021,0.244
2584,-3.7207,23.9187,43.44,29.96,39.15,7.63,0.022,0.244
2585,6.889,17.1573,45.05,86.38,5.21,1.567,0.023,0.244
2586,4.1655,9.0028,53.53,90.4,46.14,13.852,0.027,0.243
2587,7.7217,17.5758,41.29,89.59,9.28,2.612,0.021,0.243
2588,5.6347,19.1163,44.18,88.46,63.98,12.519,0.022,0.243
2589,8.2482,53.0009,36.43,90.96,35.19,5.406,0.018,0.243
2590,7.3566,31.013,41.69,85.44,4.49,1.302,0.021,0.243
2591,-9.5394,50.3846,62.82,49.45,75.32,37.732,0.031,0.243
2592,-426.8231,10.6941,100.0,95.09,530.82,1195.744,30.05,0.242
2593,3.717,13.7245,34.98,34.98,5.12,0.783,0.017,0.242
2594,-0.8245,40.6823,38.95,19.4,12.33,2.079,0.019,0.242
2595,0.6887,71.7624,39.44,16.89,3.92,1.153,0.02,0.242
2596,-795.4892,18.0005,100.0,100.0,1076.84,2424.631,30.05,0.242
2597,-462.9272,26.7212,100.0,100.0,530.9,1195.924,30.05,0.241
2598,3.0292,40.1893,44.34,44.34,16.12,3.262,0.022,0.241
2599,9.6118,22.3079,33.75,95.63,24.2,2.922,0.017,0.241
2600,0.6096,34.9285,42.89,22.78,4.97,1.42,0.021,0.241
2601,-9.6251,32.7689,62.83,62.83,26.46,13.347,0.031,0.241
2602,-2.1329,31.2345,41.04,23.81,14.68,3.987,0.021,0.24
2603,7.8863,12.4524,38.66,93.84,48.22,7.737,0.019,0.24
2604,3.5686,8.4644,38.24,38.24,7.83,1.184,0.019,0.24
2605,-418.025,32.1093,100.0,100.0,464.69,1046.25,30.05,0.24
2606,-8.1233,35.9412,60.62,60.62,39.83,17.077,0.03,0.24
2607,3.1697,36.3544,46.22,46.22,11.93,3.532,0.023,0.239
2608,8.4391,10.0352,35.64,93.14,48.15,6.726,0.018,0.239
2609,6.9674,24.1656,41.7,86.94,27.4,5.078,0.021,0.239
2610,-458.654,57.6805,100.0,100.0,524.88,1181.68,30.05,0.239
2611,2.9331,2.8387,48.37,48.37,16.51,4.066,0.024,0.239
2612,7.5332,16.5383,47.12,97.35,12.82,3.823,0.024,0.238
2613,8.2597,14.1915,37.78,94.91,47.9,7.043,0.019,0.238
2614,8.0837,13.1161,39.13,94.95,44.69,6.808,0.02,0.238
